Gene_id	Ascl1_2h_2	Ascl1_2h_3	Ascl1_4h_1	Ascl1_4h_2	Ascl1_4h_3	Ascl1_6h_2	Ascl1_6h_3	Empty_2h_1	Empty_2h_2	Empty_2h_3	Empty_4h_1	Empty_4h_2	Empty_4h_3	Empty_6h_2	Empty_6h_3
Fbxw17	7	0	0	0	0	0	3	0	0	0	3	7	2	1	0
Fbxw18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw2	15	0	0	0	0	0	0	0	0	2	5	9	2	2	0
Fbxw20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Fbxw5	12	0	0	0	0	0	0	2	4	0	0	0	0	0	0
Fbxw7	13	0	0	0	0	0	0	3	0	45	34	49	25	45	1
Fbxw8	4	0	0	0	0	0	0	0	0	0	8	5	5	3	0
Fbxw9	0	0	0	0	0	0	0	2	3	10	12	19	4	4	0
Fcamr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcer1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcer1g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcer2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcf1	5	0	0	0	0	0	0	3	0	29	43	57	31	20	2
Fcgbp	0	0	0	0	0	0	0	0	0	9	2	1	0	1	0
Fcgr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcgr2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcgr3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fcgr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcgrt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcho1	0	0	0	0	0	0	0	0	0	2	1	0	2	2	0
Fcho2	3	0	0	0	1	0	0	0	0	6	4	2	5	8	0
Fchsd1	0	0	0	0	0	0	0	0	0	6	0	3	4	2	0
Fchsd2	7	1	0	4	0	0	2	0	0	15	10	21	10	7	0
Fcmr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcnaos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcnb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcor	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0
Fcrl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcrl5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Fcrl6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcrla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcrls	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcsk	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
Fdft1	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0
Fdps	13	0	0	0	0	0	0	0	0	0	2	6	5	1	0
Fdx1	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0
Fdx2	0	0	0	0	0	0	0	1	0	0	0	6	3	11	2
Fdxacb1	0	0	8	0	0	0	0	0	0	9	0	14	2	3	0
Fdxr	7	0	0	0	0	0	0	0	0	0	6	9	2	0	0
Fech	0	0	0	0	0	0	0	0	0	8	4	2	1	7	0
Fem1a	20	0	0	0	0	0	0	0	0	5	5	18	19	23	0
Fem1al	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fem1b	47	0	1	1	0	0	1	3	26	148	49	94	56	65	7
Fem1c	0	0	0	0	0	0	0	0	0	8	5	31	15	8	0
Fen1	13	0	0	0	0	0	0	0	15	49	13	43	13	15	1
Fer	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Fer1l4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fer1l5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fer1l6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferd3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fermt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fermt2	1	0	0	0	0	0	0	0	0	0	1	7	0	3	0
Fermt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fetub	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fev	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fez1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fez2	3	0	0	0	0	0	0	0	0	0	1	5	0	0	0
Fezf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fezf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ffar1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ffar2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ffar3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ffar4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgb	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fgd1	4	0	0	0	0	0	0	5	0	7	16	21	8	9	1
Fgd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgd4	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0
Fgd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgd6	6	0	0	0	0	0	0	0	0	3	5	3	5	1	0
Fgf1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0
Fgf10	0	0	0	0	0	0	0	0	0	0	3	9	2	1	0
Fgf11	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0
Fgf12	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0
Fgf13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf15	6	0	0	0	0	0	0	0	0	5	7	5	5	8	0
Fgf16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf17	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0
Fgf18	0	0	0	0	0	0	0	0	0	0	2	4	3	9	0
Fgf2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fgf20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Fgf4	33	0	0	0	0	0	0	2	5	57	52	92	32	59	1
Fgf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Fgf8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fgfbp1	0	0	0	0	0	0	0	0	0	5	0	7	4	10	0
Fgfbp3	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
Fgfr1	14	0	0	0	0	0	0	1	0	8	3	8	3	12	0
Fgfr1op2	3	0	0	0	1	0	0	2	0	66	18	47	24	38	2
Fgfr2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
Fgfr3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fgfr3-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgfr4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fgfrl1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Fgg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fggy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgl1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fgl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgr	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0
Fh1	27	0	0	0	0	0	0	0	0	1	1	5	1	1	0
Fhad1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhad1os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhad1os2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhdc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhitos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhl1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Fhl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhl3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fhl4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Fhl5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhod1	24	0	0	0	0	0	0	0	0	0	2	5	8	11	2
Fhod3	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0
Fibcd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibp	0	0	0	3	0	0	0	0	0	3	7	18	4	5	0
Ficd	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Fig4	9	0	0	0	0	0	0	0	0	4	2	3	3	3	0
Figla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fign	2	1	0	0	0	0	0	0	0	2	1	5	0	0	0
Fignl1	10	0	0	0	0	0	0	1	0	7	2	6	1	6	0
Fignl2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Filip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Filip1l	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Fip1l1	63	0	2	0	1	0	9	18	14	143	66	85	65	60	16
Fis1	25	0	0	0	0	0	0	0	0	13	15	15	1	3	1
Fitm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fitm2	0	0	0	0	0	0	0	3	1	24	1	7	2	1	0
Fiz1	6	5	0	0	0	0	0	1	7	3	14	38	17	9	0
Fjx1	0	0	0	0	0	0	0	0	0	6	3	5	6	1	0
Fkbp10	8	0	0	0	0	0	0	0	8	5	0	9	2	0	0
Fkbp11	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Fkbp14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fkbp15	1	0	0	0	0	0	0	0	0	2	3	7	3	1	0
Fkbp1a	39	6	0	0	2	0	4	1	1	20	32	96	25	23	2
Fkbp1a-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp1b	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Fkbp2	5	0	0	0	0	0	0	1	0	0	4	0	0	2	0
Fkbp3	7	0	0	0	0	0	0	5	0	38	59	44	27	16	0
Fkbp4	27	14	0	0	1	0	0	7	10	26	47	119	26	29	1
Fkbp5	8	0	0	0	0	0	0	0	0	4	7	16	2	5	2
Fkbp6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp7	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Fkbp8	5	26	0	0	0	0	0	1	0	18	25	31	12	17	1
Fkbp9	2	0	0	0	0	0	0	1	0	2	4	13	9	4	0
Fkbpl	1	0	0	0	0	0	0	0	1	1	2	6	1	4	5
Fkrp	8	0	1	0	0	0	0	0	0	135	25	20	24	13	0
Fktn	1	0	1	3	1	0	0	2	1	9	1	18	2	7	0
Flacc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flad1	1	0	1	0	0	0	0	0	0	1	1	3	4	0	0
Flcn	0	0	0	0	0	0	0	3	0	0	12	27	9	9	1
Flg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fli1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flicr	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0
Flii	0	0	0	0	0	0	0	0	0	0	4	6	3	3	0
Flna	1	75	0	4	0	0	0	2	12	10	5	9	7	8	0
Flnb	5	0	0	5	1	0	0	0	0	3	3	16	1	4	0
Flnc	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Flot1	2	0	0	0	0	0	0	0	0	0	10	10	8	9	0
Flot2	4	0	0	0	0	0	0	3	0	1	1	13	7	3	0
Flrt1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Flrt2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Flrt3	7	0	0	0	0	0	0	0	0	11	2	8	6	11	0
Flt1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Flt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flt3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flt4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Flvcr1	7	0	0	0	0	0	0	0	0	4	6	8	14	14	4
Flvcr2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flywch1	13	0	0	0	0	0	0	2	0	21	13	12	7	7	0
Flywch2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fmc1	1	0	0	0	0	0	0	0	0	0	4	1	6	4	0
Fmn1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Fmn2	3	0	0	0	0	0	0	1	0	10	0	10	10	9	1
Fmnl1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fmnl2	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0
Fmnl3	0	0	0	0	0	0	0	1	0	4	4	4	2	0	0
Fmo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmr1	16	6	0	0	0	0	0	4	2	81	65	54	29	22	2
Fmr1nb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fn1	11	29	0	0	3	0	0	9	0	37	14	37	23	19	0
Fn3k	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fn3krp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Fnbp1	27	0	0	0	0	0	1	2	0	38	6	23	13	10	3
Fnbp1l	0	0	0	0	0	0	0	2	0	5	2	14	11	3	1
Fnbp4	5	2	0	6	0	0	2	10	102	311	93	109	76	76	9
Fnd3c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc10	5	0	0	0	0	0	0	2	0	0	7	10	6	17	0
Fndc11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc3a	1	0	0	0	0	0	0	2	0	0	5	13	3	10	0
Fndc3b	5	0	0	0	0	0	0	0	0	8	6	11	7	6	0
Fndc3c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc4	7	1	0	0	0	0	0	0	0	0	0	2	0	2	0
Fndc5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Fndc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc9	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
Fnip1	1	0	0	0	0	0	0	0	0	12	9	57	16	18	0
Fnip2	1	0	0	0	0	0	0	0	0	5	3	5	3	9	0
Fnta	25	0	0	0	0	0	5	2	2	14	24	33	19	19	0
Fntb	4	0	0	0	0	0	0	1	0	1	3	9	6	3	1
Focad	0	0	0	0	0	0	0	0	0	7	0	4	5	0	0
Folh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Folr1	4	0	0	0	0	0	0	0	0	0	10	8	2	2	0
Folr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fos	0	0	0	0	0	0	0	0	0	0	0	2	5	3	0
Fosb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fosl1	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0
Fosl2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Foxa1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxa3	2	0	0	0	0	0	0	0	0	0	5	1	0	0	0
Foxb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxd2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxd2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxd3	9	0	0	0	2	0	0	1	0	13	12	14	14	10	2
Foxd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxe1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Foxf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxg1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0
Foxh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxi2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxi3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxj1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxj2	0	7	0	0	0	0	0	0	0	3	1	2	0	1	0
Foxj3	5	0	0	0	0	0	0	2	0	35	16	29	10	12	0
Foxk1	1	0	0	0	0	0	0	0	0	1	0	9	0	1	0
Foxk2	29	0	0	0	0	0	0	0	0	5	3	3	3	10	2
Foxl1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Foxl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxm1	8	0	1	0	0	0	0	0	0	1	0	6	2	8	0
Foxn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxn2	5	2	0	0	7	0	0	2	15	16	18	23	9	3	0
Foxn3	18	0	0	0	0	0	2	4	1	57	14	40	24	34	3
Foxn4	0	0	0	0	0	0	0	0	0	5	0	4	3	0	0
Foxo1	18	0	0	0	0	0	0	1	0	18	13	21	12	13	1
Foxo3	9	1	0	0	2	0	0	0	0	10	8	15	2	3	2
Foxo4	6	0	0	0	0	0	0	1	0	3	0	7	7	5	1
Foxo6	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0
Foxo6os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxp1	48	0	0	0	0	0	4	5	12	59	41	59	27	34	0
Foxp2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Foxp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxp4	1	0	0	0	0	0	0	1	0	0	10	22	6	0	0
Foxq1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxr1	0	0	0	0	0	0	0	0	0	0	2	1	0	6	0
Foxr2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Foxred1	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0
Foxred2	2	0	0	0	0	0	0	1	0	7	0	3	2	0	1
Foxs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fpgs	3	0	0	0	0	0	0	0	0	0	1	7	2	5	1
Fpgt	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0
Fpr-rs5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fpr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fpr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fpr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fra10ac1	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0
Fras1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frat2	13	0	0	0	0	0	0	0	0	0	1	9	1	5	1
Frem1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frem2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frg1	39	0	0	0	3	0	0	0	0	0	21	37	5	16	0
Frg2f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmd4a	3	0	0	0	0	0	0	0	0	12	12	12	6	11	0
Frmd4b	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0
Frmd5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Frmd6	2	0	0	0	0	0	0	1	0	15	1	7	10	8	1
Frmd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmd8	0	0	0	0	0	0	0	0	0	1	1	6	2	5	0
Frmd8os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmpd1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Frmpd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmpd3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Frmpd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frrs1	19	28	0	0	0	0	0	9	7	63	28	43	27	33	5
Frrs1l	0	0	0	0	0	0	1	0	0	0	0	5	1	4	0
Frs2	16	0	1	0	0	0	0	2	0	1	20	14	6	9	0
Frs3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fry	0	0	0	0	0	0	0	0	0	0	2	2	5	6	0
Fryl	11	0	0	0	1	0	0	0	0	16	1	1	2	3	0
Frzb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fsbp	3	0	0	0	0	0	0	0	0	8	0	2	4	0	0
Fscb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fscn1	8	0	3	0	0	0	0	3	3	6	38	26	10	32	3
Fscn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fscn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fsd1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
Fsd1l	0	0	0	0	1	0	0	0	0	7	0	2	1	2	0
Fsd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fshb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fshr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fsip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fsip2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fsip2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fst	0	0	0	0	0	0	0	0	0	0	2	3	0	4	0
Fstl1	5	0	0	0	0	0	0	0	0	19	5	7	1	1	0
Fstl3	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0
Fstl4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fstl5	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
Ftcd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftdc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftdc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fth-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fth1	23	0	0	10	1	0	0	2	0	20	35	61	29	43	4
Fthl17-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fthl17-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fthl17-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fthl17a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fthl17b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fthl17c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fthl17d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fthl17e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fthl17f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftl1	10	0	0	0	0	0	0	0	0	3	23	63	9	23	0
Ftl1-ps1	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0
Ftl2-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftmt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fto	3	0	0	0	0	0	0	5	1	38	22	39	28	24	2
Ftsj1	6	0	0	0	0	0	0	0	0	2	2	2	3	1	0
Ftsj3	12	1	0	11	25	0	15	2	1	19	16	31	17	14	4
Fubp1	129	0	0	4	47	0	1	17	12	340	147	250	189	232	10
Fubp3	7	0	0	0	0	0	0	0	0	21	6	11	6	5	1
Fuca1	5	0	0	0	0	0	0	0	8	16	7	21	7	23	2
Fuca2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fundc1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fundc2	2	0	0	5	0	0	1	0	0	0	6	12	4	12	0
Fuom	0	0	0	0	0	0	0	0	0	0	0	3	2	6	0
Furin	2	0	0	0	0	0	0	0	0	0	3	0	3	2	0
Fus	999	6	7	27	1	3	4	26	16	253	122	283	176	304	82
Fut1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fut10	1	0	0	0	0	0	0	0	0	0	4	4	2	0	0
Fut11	7	0	0	0	0	0	0	0	0	0	2	2	15	4	0
Fut2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Fut4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fut4-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fut7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Fut8	2	0	0	0	1	0	0	1	0	1	0	1	2	11	0
Fut9	1	0	0	0	0	0	0	2	0	10	9	21	15	41	0
Fuz	1	1	0	0	0	0	0	0	0	3	1	0	0	0	0
Fxn	1	0	0	0	0	0	0	0	0	0	2	4	0	2	0
Fxr1	48	6	2	10	2	0	33	21	27	292	161	187	137	177	5
Fxr2	15	5	0	0	5	0	0	2	0	15	7	21	18	29	3
Fxyd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fxyd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fxyd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
